,anomaly,confirmed,failure,input,measurement_id,measurement_start_time,measurement_url,probe_asn,probe_cc,report_id,scores,test_name
0,False,False,False,,temp-id-432092012,2020-08-30T09:39:09Z,https://api.ooni.io/api/v1/measurement/temp-id-432092012,AS12958,RU,20200810T093909Z_AS12958_tFmComZMRav9ua56eMMlEtVGyA2lPLAoZI3EC7SP2us6CXlsNp,{},ndt
1,False,False,False,,temp-fid-00776d899f81ab9bd9f55ef1fb16a14a,2020-08-28T19:19:57Z,https://api.ooni.io/api/v1/measurement/temp-fid-00776d899f81ab9bd9f55ef1fb16a14a,AS47395,RU,20200827T192051Z_AS47395_dIFqgpnMrcUUm0gbtLXpeDtPrfKkLXJuBU5EgK1GqAbrUD43wN,{},ndt
2,False,False,False,,temp-fid-00d21f53a0cbef2c5df54ac1daf2bb0d,2020-08-28T19:17:29Z,https://api.ooni.io/api/v1/measurement/temp-fid-00d21f53a0cbef2c5df54ac1daf2bb0d,AS47395,RU,20200827T191823Z_AS47395_hy7nDf1mjnNLGpz84NmBSq5u2FAHPHz0A9G31cXSEwUYZn5fjD,{},ndt
3,False,False,False,,temp-fid-00f63a45167764eac9d29ffb6c0098ae,2020-08-28T06:02:47Z,https://api.ooni.io/api/v1/measurement/temp-fid-00f63a45167764eac9d29ffb6c0098ae,AS31195,RU,20200827T130315Z_AS31195_otCb32eso3LQPq8zzezvTuVpld6cj8aKt5MbDjSJzMn6neTLtg,{},ndt
4,False,False,False,,temp-fid-00623840a968839b7e10d3be7df7e71e,2020-08-28T06:02:01Z,https://api.ooni.io/api/v1/measurement/temp-fid-00623840a968839b7e10d3be7df7e71e,AS31195,RU,20200827T130230Z_AS31195_GAXUZoIudgxZVsB8EB9qTYC1zUoOwZYO4gZdaZaAFKtXRW40nk,{},ndt
5,False,False,False,,temp-fid-00aa832c391b7cdfaa3643887e42de44,2020-08-27T21:41:58Z,https://api.ooni.io/api/v1/measurement/temp-fid-00aa832c391b7cdfaa3643887e42de44,AS0,RU,20200827T214159Z_AS0_4f5JMjV7gEZUA2HTRtKRmmpYHSFGEmyiyDbJiuDA3FY0UgFomH,{},ndt
6,False,False,False,,temp-fid-0011a2ae21b67f0a463377ac74ca896d,2020-08-27T21:32:31Z,https://api.ooni.io/api/v1/measurement/temp-fid-0011a2ae21b67f0a463377ac74ca896d,AS0,RU,20200827T213232Z_AS0_nW6yRRYnVWFrOJQma3lzYu5c5GlLtfVpzuN1Ytu6fzhNk7GyKq,{},ndt
7,False,False,False,,temp-fid-008736dd0b791876ef81df87bcd8bf7d,2020-08-27T21:29:07Z,https://api.ooni.io/api/v1/measurement/temp-fid-008736dd0b791876ef81df87bcd8bf7d,AS25159,RU,20200827T212907Z_AS25159_6LcjfNtmnN8jgrBQoiSjrJUxlfZLI1m8rRfRx2TF4Zmn1OwrJk,{},ndt
8,False,False,False,,temp-fid-0038c87b901e5f441b7936fc66288bc6,2020-08-27T21:19:56Z,https://api.ooni.io/api/v1/measurement/temp-fid-0038c87b901e5f441b7936fc66288bc6,AS8359,RU,20200827T212231Z_AS8359_KLCYIZgFcauUapFKHsnXUdu0BQFEyTV1oNBaDtXUuR6fwTXnaR,{},ndt
9,False,False,False,,temp-fid-005ee2407ea49c24502ccf37b257b82f,2020-08-27T21:16:34Z,https://api.ooni.io/api/v1/measurement/temp-fid-005ee2407ea49c24502ccf37b257b82f,AS57026,RU,20200827T211635Z_AS57026_ulNfrjwt4MnUEW6Xv3rMKgeuNf5QDTE33EYAXUqnAjzC4IXxtu,{},ndt
